ASMID,SPECIES,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,LOCUSTAG
GCA_002077065.1_ASM207706v1,Cryoendolithus antarcticus,CCFEE 5527,PRJNA342238,1507870,dikarya,Ascomycota,,Dothideomycetes,,Cladosporiales,Cladosporiaceae,Cryoendolithus,Cryoendolithus antarcticus,F728D46E
GCA_000504465.1_CryAan1.0,Cryomyces antarcticus CCFEE 534,CCFEE 534,PRJNA222806,1323836,dikarya,Ascomycota,,Dothideomycetes,,,,Cryomyces,Cryomyces antarcticus,F999CBD1
GCA_005059845.1_ASM505984v1,Cryomyces minteri,CCFEE 5187,PRJNA342238,331657,dikarya,Ascomycota,,Dothideomycetes,,,,Cryomyces,Cryomyces minteri,F271FE36
GCA_014849955.1_ASM1484995v1,Cryphonectria carpinicola,CS3,PRJNA644891,2725329,dikarya,Ascomycota,,Sordariomycetes,,Diaporthales,Cryphonectriaceae,Cryphonectria,Cryphonectria carpinicola,FF071146
GCA_014851275.1_ASM1485127v1,Cryphonectria japonica,M9249,PRJNA644891,2093782,dikarya,Ascomycota,,Sordariomycetes,,Diaporthales,Cryphonectriaceae,Cryphonectria,Cryphonectria japonica,F0107ED6
GCA_004802535.1_ASM480253v1,Cryphonectria macrospora,CBS 109764,PRJNA279967,179775,dikarya,Ascomycota,,Sordariomycetes,,Diaporthales,Cryphonectriaceae,Cryphonectria,Cryphonectria macrospora,F65FA09C
GCA_014850475.1_ASM1485047v1,Cryphonectria naterciae,M3664,PRJNA644891,1208917,dikarya,Ascomycota,,Sordariomycetes,,Diaporthales,Cryphonectriaceae,Cryphonectria,Cryphonectria naterciae,F941AB40
GCA_006503525.1_ASM650352v1,Cryphonectria nitschkei,CBS 109758,PRJNA279969,187221,dikarya,Ascomycota,,Sordariomycetes,,Diaporthales,Cryphonectriaceae,Cryphonectria,Cryphonectria nitschkei,F194D3D4
GCF_011745365.1_Crypa2,Cryphonectria parasitica EP155,EP155,PRJNA207842,660469,dikarya,Ascomycota,,Sordariomycetes,,Diaporthales,Cryphonectriaceae,Cryphonectria,Cryphonectria parasitica,FA681262
GCA_014849355.1_ASM1484935v1,Cryphonectria radicalis,M283,PRJNA644891,40262,dikarya,Ascomycota,,Sordariomycetes,,Diaporthales,Cryphonectriaceae,Cryphonectria,Cryphonectria radicalis,F01023E8
GCF_001720205.1_Cryp_amyl_CBS6039_V3,Cryptococcus amylolentus CBS 6039,CBS 6039,PRJNA200571,1295533,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus amylolentus,FA7D6787
GCF_000836335.1_ASM83633v2,Cryptococcus bacillisporus CA1280,CA1280,PRJNA191331,1296109,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus bacillisporus,F4829FC6
GCF_036417295.1_ASM3641729v1,Cryptococcus decagattii,7685027,PRJNA660466,1859122,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus decagattii,FD260E35
GCF_001720195.1_ASM172019v2,Cryptococcus depauperatus CBS 7841,CBS 7841,PRJNA200572,1295531,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus depauperatus,F2C9CB83
GCF_002954075.1_C._deuterogattii_R265_chr,Cryptococcus deuterogattii R265,R265,PRJNA395628,294750,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus deuterogattii,F213D499
GCA_006352305.1_ASM635230v1,Cryptococcus floricola,DSM 27421,PRJNA496466,2591691,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus floricola,F3C9C1A3
GCA_009650685.1_Cryp_gatt_MF34,Cryptococcus gattii VGV,MF34,PRJNA487802,2268382,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus gattii VGV,F5954012
GCF_000185945.1_ASM18594v1,Cryptococcus gattii WM276,WM276,PRJNA13692,367775,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus gattii,FA9863CB
GCA_006992865.1_ASM699286v1,Cryptococcus neoformans AD hybrid,CBS 132,PRJNA477598,192011,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans AD hybrid,F81DC707
GCF_000091045.1_ASM9104v1,Cryptococcus neoformans var. neoformans JEC21,JEC21,PRJNA13856,214684,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans,F43AF425
GCA_036426225.1_ASM3642622v1,Cryptococcus sp. DSM 104548,DSM 104548,PRJNA660425,2770023,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus sp. DSM 104548,F0230ADC
GCA_036427605.1_ASM3642760v1,Cryptococcus sp. DSM 104549,DSM 104549,PRJNA660470,2770025,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus sp. DSM 104549,F6EA1A4C
GCA_026538415.1_ASM2653841v1,Cryptococcus sp. GC_Crypt_1,GC_Crypt_1,PRJNA807720,2937428,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus sp. GC_Crypt_1,F993E64B
GCA_026538405.1_ASM2653840v1,Cryptococcus sp. GC_Crypt_2,GC_Crypt_2,PRJNA807720,2937427,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus sp. GC_Crypt_2,F3A563DB
GCA_026538395.1_ASM2653839v1,Cryptococcus sp. GC_Crypt_3,GC_Crypt_3,PRJNA807720,2937426,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus sp. GC_Crypt_3,F0563499
GCA_026538345.1_ASM2653834v1,Cryptococcus sp. GC_Crypt_4,GC_Crypt_4,PRJNA807720,2937425,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus sp. GC_Crypt_4,FC73F186
GCA_026538355.1_ASM2653835v1,Cryptococcus sp. GC_Crypt_5,GC_Crypt_5,PRJNA807720,2937424,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus sp. GC_Crypt_5,F2BC1C4F
GCA_026538315.1_ASM2653831v1,Cryptococcus sp. GC_Crypt_6,GC_Crypt_6,PRJNA807720,2937423,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus sp. GC_Crypt_6,F479FA3D
GCA_026538335.1_ASM2653833v1,Cryptococcus sp. GC_Crypt_7,GC_Crypt_7,PRJNA807720,2937422,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus sp. GC_Crypt_7,F97F4695
GCA_026538325.1_ASM2653832v1,Cryptococcus sp. GC_Crypt_8,GC_Crypt_8,PRJNA807720,2937421,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus sp. GC_Crypt_8,FFB3C0EB
GCA_017654825.1_ASM1765482v1,Cryptococcus sp. T15_22C,T15_22C,PRJNA674641,2789580,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus sp. T15_22C,F12C0E3F
GCA_024271845.1_ASM2427184v1,Cryptococcus sp. VH57_BW,VH57_BW,PRJNA841440,2946653,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus sp. VH57_BW,FC6564F1
GCF_000835755.1_ASM83575v2,Cryptococcus tetragattii IND107,IND107,PRJNA191327,1296105,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus tetragattii,F25664F2
GCF_001720155.1_Tsuc_wing_CBS7118_V1,Cryptococcus wingfieldii CBS 7118,CBS 7118,PRJNA200567,1295528,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus wingfieldii,F7AFF944
GCA_022376465.1_Tralac1,Cubamyces lactineus,CIRM-BRFM 1664,PRJNA444026,1391043,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Cubamyces,Cubamyces lactineus,FA1C9B55
GCA_022606275.1_Tramen1,Cubamyces menziesii,CIRM-BRFM 1781,PRJNA444023,2136021,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Cubamyces,Cubamyces menziesii,FA719F83
GCA_022385745.1_Leisp1,Cubamyces sp. BRFM 1775,BRFM 1775,PRJNA252879,1513325,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Cubamyces,Cubamyces sp. BRFM 1775,FE03931C
GCA_014805705.1_ASM1480570v1,Cucumispora dikerogammari,Dv6,PRJNA513273,658444,fungi,Microsporidia,,,,,,Cucumispora,Cucumispora dikerogammari,F9A30992
GCF_010015615.1_Cucbe1,Cucurbitaria berberidis CBS 394.84,CBS 394.84,PRJNA196042,1168544,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Cucurbitariaceae,Cucurbitaria,Cucurbitaria berberidis,F96130C5
GCA_013054445.1_ASM1305444v1,Cudoniella acicularis,DSM 108380,PRJNA609597,354080,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,Tricladiaceae,Cudoniella,Cudoniella acicularis,F0978162
GCA_040616265.1_ASM4061626v1,Cumuliphoma indica,HZGA79,PRJNA881622,2078556,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Cumuliphoma,Cumuliphoma indica,F3EC2E4B
GCA_037043795.1_Z2.assembly,Cunninghamella bertholletiae,Z2,PRJNA1068966,90251,mucoromycota,Mucoromycota,,Mucoromycetes,,Mucorales,Cunninghamellaceae,Cunninghamella,Cunninghamella bertholletiae,F5B74B37
GCA_017871115.1_ASM1787111v1,Cunninghamella blakesleeana,AS 3.970,PRJNA698428,155726,mucoromycota,Mucoromycota,,Mucoromycetes,,Mucorales,Cunninghamellaceae,Cunninghamella,Cunninghamella blakesleeana,FAC60CBF
GCA_025201675.1_Cunech1,Cunninghamella echinulata,NRRL 1382,PRJNA347074,76405,mucoromycota,Mucoromycota,,Mucoromycetes,,Mucorales,Cunninghamellaceae,Cunninghamella,Cunninghamella echinulata,F5D4645B
GCA_000697015.1_CunEleB9769-1.0,Cunninghamella elegans B9769,B9769,PRJNA184885,1274792,mucoromycota,Mucoromycota,,Mucoromycetes,,Mucorales,Cunninghamellaceae,Cunninghamella,Cunninghamella elegans,FAB401D2
GCA_023920165.1_ASM2392016v1,Curvularia clavata,yc1106,PRJNA785728,95742,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Curvularia,Curvularia clavata,F4747A5A
GCA_020744315.1_ASM2074431v1,Curvularia eragrostidis,C52,PRJNA757707,418125,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Curvularia,Curvularia eragrostidis,F6ED525A
GCA_016162275.1_ASM1616227v1,Curvularia geniculata,P1,PRJNA564986,418126,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Curvularia,Curvularia geniculata,F449D222
GCA_026262405.1_ASM2626240v1,Curvularia hawaiiensis,PK9021,PRJNA874084,1230527,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Curvularia,Curvularia hawaiiensis,FCFD1CEB
GCA_011058905.1_ASM1105890v1,Curvularia kusanoi,30M1,PRJNA532542,90978,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Curvularia,Curvularia kusanoi,FF8EF108
GCA_005212705.1_ASM521270v1,Curvularia lunata,W3,PRJNA416716,5503,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Curvularia,Curvularia lunata,F240940E
GCA_000817285.1_ASM81728v1,Curvularia papendorfii,UM 226,PRJNA271317,1537989,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Curvularia,Curvularia papendorfii,F6C03A61
GCA_002161795.1_ASM216179v1,Curvularia sp. IFB-Z10,IFB-Z10,PRJNA256127,1526222,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Curvularia,Curvularia sp. IFB-Z10,F3D799C5
GCA_022457065.1_ASM2245706v1,Curvularia sp. ZM96,ZM96,PRJNA775668,2888491,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Curvularia,Curvularia sp. ZM96,F7CCF97A
GCA_026262435.1_ASM2626243v1,Curvularia spicifera,FR9030,PRJNA874084,145392,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Curvularia,Curvularia spicifera,FD801133
GCA_036172615.1_CuVerr,Curvularia verruculosa,KHW-7,PRJNA1023514,95740,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Pleosporaceae,Curvularia,Curvularia verruculosa,F4979311
GCA_002335565.1_JCM_14201_v001,Cutaneotrichosporon arboriforme,JCM_14201,PRJDB5900,387937,dikarya,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon arboriforme,FD2B4C97
GCF_030864355.1_ASM3086435v1,Cutaneotrichosporon cavernicola,HIS019,PRJDB15446,279322,dikarya,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon cavernicola,F93C4000
GCA_001600275.1_JCM_1532_assembly_v001,Cutaneotrichosporon curvatum,JCM 1532,PRJDB3694,57679,dikarya,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon curvatum,F5F43A7C
GCA_001600715.1_JCM_1462_assembly_v001,Cutaneotrichosporon cutaneum,JCM 1462,PRJDB3729,5554,dikarya,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon cutaneum,F83BACC7
GCA_002335625.1_JCM_31833_v001,Cutaneotrichosporon cyanovorans,JCM_31833,PRJDB5903,1078942,dikarya,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon cyanovorans,F8963A25
GCA_002335585.1_JCM_11166_v001,Cutaneotrichosporon daszewskae,JCM_11166,PRJDB5901,181174,dikarya,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon daszewskae,F917686E
GCA_020011015.1_ASM2001101v1,Cutaneotrichosporon dermatis,NICC30027,PRJNA752511,129132,dikarya,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon dermatis,F4967B12
GCA_003116955.1_JCM_9939_assembly_v001,Cutaneotrichosporon mucoides,JCM 9939,PRJDB3710,82522,dikarya,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon mucoides,F17B69A3
GCF_008065305.1_ASM806530v1,Cutaneotrichosporon oleaginosum,ATCC 20508,PRJNA475739,879819,dikarya,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon oleaginosum,FE4B556B
GCA_030864385.1_ASM3086438v1,Cutaneotrichosporon sp. HIS471,HIS471,PRJDB15446,3040995,dikarya,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon sp. HIS471,FEF5BEEB
GCA_037040355.1_ASM3704035v1,Cutaneotrichosporon sp. M94-02A,M94-02A,PRJNA833221,3092712,dikarya,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon sp. M94-02A,F53A149B
GCA_023630095.1_ASM2363009v1,Cutaneotrichosporon sp. P10-008,P10-008,PRJNA833221,2939520,dikarya,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon sp. P10-008,FBED3C10
GCA_023627975.1_ASM2362797v1,Cutaneotrichosporon sp. PA3318,PA3318,PRJNA833221,2939522,dikarya,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon sp. PA3318,F6C70539
GCA_023630115.1_ASM2363011v1,Cutaneotrichosporon sp. PK4640,PK4640,PRJNA833221,2939521,dikarya,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon sp. PK4640,F3EC7890
GCA_023627985.1_ASM2362798v1,Cutaneotrichosporon sp. PT3311B,PT3311B,PRJNA833221,2939523,dikarya,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon sp. PT3311B,F3A379FA
GCA_030805415.1_CspeluHIS016_v1,Cutaneotrichosporon spelunceum,HIS016,PRJDB15446,1672016,dikarya,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon spelunceum,FEC7F293
GCA_900618795.1_Astra,Cyanodermella asteris,A1,PRJEB19487,1986089,dikarya,Ascomycota,,Lecanoromycetes,,Ostropales,Stictidaceae,Cyanodermella,Cyanodermella asteris,F1CFC8CC
GCA_036940585.1_ASM3694058v1,Cyathus olla,FLAS-F-66505,PRJNA930910,380661,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Nidulariaceae,Cyathus,Cyathus olla,F1136FA6
GCA_036937155.1_ASM3693715v1,Cyathus pygmaeus,PSL-2077,PRJNA930910,2918822,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Nidulariaceae,Cyathus,Cyathus pygmaeus,F8433EB5
GCA_025738555.1_ASM2573855v1,Cyathus striatus,NPCB_87405,PRJNA868901,68777,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Nidulariaceae,Cyathus,Cyathus striatus,FED01146
GCA_003708795.3_ASM370879v3,Cyberlindnera americana,NRRL Y-2156,PRJNA736342,36016,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera americana,F03ED6E4
GCA_030557155.1_ASM3055715v1,Cyberlindnera amylophila,NRRL YB-1287,PRJNA736342,53489,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera amylophila,FE8F50ED
GCA_030569745.1_ASM3056974v1,Cyberlindnera bimundalis,NRRL Y-5343,PRJNA736342,36017,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera bimundalis,FDFFFE09
GCA_030567115.1_ASM3056711v1,Cyberlindnera euphorbiae,NRRL Y-17232,PRJNA736342,53490,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera euphorbiae,F94C01F7
GCA_030556625.1_ASM3055662v1,Cyberlindnera euphorbiiphila,NRRL Y-12742,PRJNA736342,53491,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera euphorbiiphila,F46B4FC6
GCA_022641835.1_ASM2264183v1,Cyberlindnera fabianii,JOY008,PRJNA605184,36022,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera fabianii,F44D4DA9
GCA_030565205.1_ASM3056520v1,Cyberlindnera galapagoensis,CBS 13997,PRJNA736342,1476604,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera galapagoensis,F5D161A1
GCF_001661405.1_Cybja1,Cyberlindnera jadinii NRRL Y-1542,NRRL Y-1542,PRJNA196024,983966,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera jadinii,F01793C2
GCA_030557175.1_ASM3055717v1,Cyberlindnera japonica,NRRL YB-2750,PRJNA736342,53492,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera japonica,F81C6181
GCA_030567175.1_ASM3056717v1,Cyberlindnera lachancei,NRRL Y-27008,PRJNA736342,65818,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera lachancei,F251C511
GCA_003708355.3_ASM370835v3,Cyberlindnera maclurae,NRRL Y-5377,PRJNA736342,65811,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera maclurae,F18FBADC
GCA_030557345.1_ASM3055734v1,Cyberlindnera maritima,NRRL Y-17775,PRJNA736342,2878918,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera maritima,FD6FDD14
GCA_030462915.1_ASM3046291v1,Cyberlindnera meyerae,NRRL Y-17236,PRJNA736342,53493,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera meyerae,FFD9C1F8
GCA_030581715.1_ASM3058171v1,Cyberlindnera mississippiensis,NRRL YB-1294,PRJNA736342,53607,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera mississippiensis,F3D5BC04
GCA_003707745.2_ASM370774v2,Cyberlindnera misumaiensis,NRRL Y-17389,PRJNA429441,131113,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera misumaiensis,F4D57343
GCA_003706445.3_ASM370644v3,Cyberlindnera mrakii,NRRL Y-1364,PRJNA429441,1004253,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera mrakii,FBAC0BCC
GCA_003708295.3_ASM370829v3,Cyberlindnera mycetangii,NRRL Y-6843,PRJNA736342,130814,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera mycetangii,F6D30574
GCA_030572335.1_ASM3057233v1,Cyberlindnera nakhonratchasimensis,JCM 12474,PRJNA736342,2879425,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera nakhonratchasimensis,F1B4E0CE
GCA_030574135.1_ASM3057413v1,Cyberlindnera petersonii,NRRL YB-3808,PRJNA736342,36028,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera petersonii,FA345E1A
GCA_030569395.1_ASM3056939v1,Cyberlindnera rhodanensis,NRRL Y-7854,PRJNA736342,53495,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera rhodanensis,FB88F1F5
GCA_030569715.1_ASM3056971v1,Cyberlindnera samutprakarnensis,CBS 12528,PRJNA736342,1241557,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera samutprakarnensis,F0959E56
GCA_020995425.1_ASM2099542v1,Cyberlindnera sargentensis,SHA 17.2,PRJNA763105,907339,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera sargentensis,F78C913C
GCA_003709245.3_ASM370924v3,Cyberlindnera saturnus,NRRL Y-17396,PRJNA736342,907340,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera saturnus,FFA45C78
GCA_003708225.3_ASM370822v3,Cyberlindnera suaveolens,NRRL Y-17391,PRJNA736342,907738,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera suaveolens,F1E943DE
GCA_017948575.1_ASM1794857v1,Cyberlindnera subsufficiens,NG8.2,PRJNA662200,1004254,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera subsufficiens,FA009DEB
GCA_030563065.1_ASM3056306v1,Cyberlindnera veronae,NRRL Y-7818,PRJNA736342,53496,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera veronae,F52E77E8
GCA_030585085.1_ASM3058508v1,Cyberlindnera xishuangbannaensis,CBS 14692,PRJNA736342,1943667,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera xishuangbannaensis,F36A1938
GCA_003708285.2_ASM370828v2,Cyberlindnera xylosilytica,NRRL YB-2097,PRJNA736342,1667614,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera xylosilytica,F42C1995
GCA_037179335.1_NZFS_725,Cyclaneusma minus,725,PRJNA813641,64355,dikarya,Ascomycota,,Leotiomycetes,,Chaetomellales,Marthamycetaceae,Cyclaneusma,Cyclaneusma minus,FC82A495
GCA_902728275.1_AAE3_genes,Cyclocybe aegerita,,PRJEB21917,1973307,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Bolbitiaceae,Cyclocybe,Cyclocybe aegerita,F85C3D1B
GCA_030573655.1_ASM3057365v1,Cylindricascospora bacillispora,NRRL Y-17846,PRJNA736342,51660,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Cylindricascospora,Cylindricascospora bacillispora,F0D68637
GCA_000934385.1_Cylto1,Cylindrobasidium torrendii FP15055 ss-10,FP15055 ss-10,PRJNA196018,1314674,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Physalacriaceae,Cylindrobasidium,Cylindrobasidium torrendii,F8383C88
GCA_013756995.1_ASM1375699v1,Cylindrocarpon cylindroides,NRRL 22505,PRJNA630438,94995,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Cylindrocarpon,Cylindrocarpon cylindroides,F3EA544D
GCA_014621425.1_ASM1462142v1,Cylindrodendrum hubeiense,IHI 201604,PRJNA609684,595255,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Cylindrodendrum,Cylindrodendrum hubeiense,FF74A872
GCF_000365145.1_Phia_euro_CBS_101466_V1,Cyphellophora europaea CBS 101466,CBS 101466,PRJNA172438,1220924,dikarya,Ascomycota,,Eurotiomycetes,,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Cyphellophora europaea,F9287D16
GCA_904855205.1_Cyphbasidiales_sp_Tagirdzhanova-0007_MAG,Cyphobasidiales sp. Tagirdzhanova-0007,,PRJEB40332,2778381,dikarya,Basidiomycota,,Cystobasidiomycetes,,Cyphobasidiales,,,Cyphobasidiales sp. Tagirdzhanova-0007,F346E59D
